Airport ID,label
7160,23
7162,23
7163,23
7164,23
7166,23
7167,23
7168,23
7171,23
3542,4
3589,4
3613,4
3630,4
3661,4
3771,4
3857,4
3946,4
4034,4
4285,4
4355,4
5742,4
5747,4
3546,4
3826,4
3558,4
3560,4
3561,4
3873,4
3564,4
3580,4
3744,4
3806,4
7669,4
3571,23
3726,4
3578,4
3819,4
4100,4
3598,4
4385,23
5964,23
6716,23
7087,23
7093,23
7095,23
7098,23
7099,23
7201,23
7213,23
3604,4
5752,4
3609,4
3610,23
3615,23
3693,23
6715,23
6723,23
6724,23
7088,23
7184,23
7186,23
7188,23
7190,23
7193,23
7194,23
3616,27
7310,27
3729,4
3881,4
4008,4
4016,4
4028,4
4038,4
4040,4
4043,4
4046,4
4072,4
4116,4
3620,23
3622,4
3627,4
3628,23
3653,4
4039,4
4047,4
4128,4
3875,4
4089,4
3659,4
7064,4
7066,4
3664,23
3665,4
4113,4
3671,4
7056,4
4042,4
5726,4
5728,4
5744,4
5774,4
6825,4
3698,4
3862,4
3950,4
4037,4
6962,4
7827,4
3691,4
6719,23
6721,23
6725,23
7117,23
7177,23
7178,23
7179,23
7181,23
7182,23
4007,4
3796,4
3851,4
5989,4
3711,4
6883,4
7086,4
3724,4
5731,4
7082,4
7121,4
6132,4
3804,4
4084,4
4296,4
4338,4
4341,4
5723,4
5740,4
5746,4
5748,4
5769,4
6129,4
6881,4
7014,4
7067,4
7073,4
7074,4
7076,4
3764,23
6717,23
6722,23
7108,23
7208,23
3854,23
3865,23
5959,23
5967,23
6718,23
6742,23
3805,4
5969,23
7144,23
7145,23
7146,23
7147,23
7148,23
7150,23
7237,23
7106,23
7107,23
7112,23
7113,23
7115,23
7116,23
7242,23
7246,23
3838,4
3845,4
3846,4
5751,4
6739,4
3860,23
4083,4
4287,4
3872,4
3880,4
3948,4
4020,4
4087,4
4103,4
4127,4
4257,4
4263,4
5772,4
7122,4
3938,1
6231,1
3913,1
3916,1
6204,1
3920,1
6209,1
6233,1
3921,1
3924,1
3927,1
4086,1
4191,3
4192,3
4193,3
4194,3
4195,3
5787,3
3966,8
3968,8
3972,3
3984,8
3978,8
3979,8
3996,2
5441,2
5448,2
5449,2
6236,0
6270,0
6296,0
6297,0
6316,0
4223,4
6135,4
7065,4
7070,4
7071,4
6098,11
6119,11
6122,11
6125,11
6137,11
6146,11
6156,11
6161,11
6162,11
6163,11
6164,11
6466,11
7563,11
5688,13
5693,13
4060,13
5404,0
5405,0
5407,0
5409,0
5410,0
5411,0
5412,0
5414,0
5415,0
5416,0
5417,0
5418,0
6064,0
6758,0
6919,0
7615,0
7616,0
7617,0
7618,0
7620,0
5889,0
7946,0
7534,9
7932,1
4106,28
4107,28
4219,4
5758,4
5914,0
5917,0
7642,2
7029,4
5755,4
4326,16
5573,14
4353,11
6110,11
6113,11
7480,11
4365,11
6112,11
7094,23
5406,0
5982,0
5980,0
5444,2
5446,2
5455,4
5457,4
5492,7
5466,5
5467,5
5471,5
5544,5
5472,7
5473,7
5474,7
6789,7
5499,7
5508,7
5482,5
5522,5
5543,5
5510,5
5502,7
5515,7
5529,7
7253,7
5501,7
5504,7
5506,7
5539,7
5532,5
7498,14
5596,3
5604,13
5616,13
5621,13
5618,13
7430,13
5642,26
5645,26
7634,26
5680,13
5682,13
5686,13
5734,19
4058,19
5739,4
5745,6
7063,6
5777,4
5809,4
5840,18
5842,18
5893,0
5894,0
5895,0
5906,0
