Airport ID,label
5910,0
5898,0
5899,0
5903,0
6771,0
5912,0
5915,0
5941,8
7214,23
7215,23
3027,8
7562,8
6240,0
6243,0
6333,0
6245,0
6304,0
6258,0
6325,0
6329,0
6265,0
7577,0
6295,0
7457,1
6363,1
7894,1
6405,1
6448,17
6449,17
7111,23
3413,23
6729,23
6740,10
6764,23
7101,23
7104,23
6779,26
6792,0
6960,23
6979,0
6981,0
7001,4
7054,4
7075,4
7083,4
7207,23
7191,23
7192,23
7206,23
7212,23
7217,23
7096,23
7110,23
7236,23
7180,23
7205,23
7151,23
7165,23
7183,23
7187,23
7185,23
7218,23
7152,23
7356,10
7368,9
7375,9
