,airport,closeness_centrality
1476,2166,0.27862487526132185
1466,2109,0.2785437617605179
1050,5702,0.2785437617605179
1499,2214,0.2785167344209332
2478,4014,0.27843568386285167
1976,3377,0.2784086774919629
1503,5942,0.2783816763594353
1558,2326,0.2783816763594353
1468,2106,0.2783546804637449
1557,2322,0.27824674921889664
1679,6386,0.27821977948455345
1642,6008,0.27821977948455345
2086,6392,0.27811195280904344
793,1214,0.27805807080714307
637,341,0.2779772869399707
2087,6393,0.2779772869399707
746,1196,0.277950369414364
1932,4304,0.27792345710129135
536,1745,0.27792345710129135
2450,3777,0.2778696481066929
1035,1122,0.27784275142214093
1249,1807,0.2777083460663833
2490,4216,0.27760091537158005
530,1545,0.277574070683893
1271,1858,0.277520396881189
173,1918,0.27749356776316103
2077,3177,0.27741311152431986
2082,6351,0.2773327019267766
302,1904,0.27727912142022193
665,2941,0.2772523389299853
72,121,0.2771185040492506
675,1517,0.27709175257670987
1196,4367,0.27709175257670987
1230,1850,0.2769580726497624
194,117,0.2769580726497624
1261,1815,0.27674445284825855
2492,4348,0.2765311623258322
1193,3971,0.2765311623258322
661,2987,0.27650452412504933
1644,6389,0.27637141006567856
2085,6390,0.27626501106276585
2084,6357,0.2761586939524858
2342,6387,0.2761321274595611
228,1902,0.2760524586403287
1169,2537,0.27591977938499834
2593,3729,0.2758402330330711
1531,2256,0.275734242549677
1584,6347,0.27562833348781807
538,4309,0.2755489550678831
798,1531,0.27544318826812564
1350,2009,0.2753903353105764
2359,6431,0.27528469022174523
493,6780,0.27520550958218004
2314,4085,0.27520550958218004
2080,4148,0.2751791261568534
2454,4099,0.27499458372697233
2494,6133,0.274968240726328
2489,4101,0.27491556986324467
2488,4063,0.27491556986324467
2475,3811,0.2748629191747714
2447,3495,0.2748366013923916
1143,1654,0.27481028864931906
2463,3863,0.27481028864931906
1215,1863,0.27475767827530756
1337,1959,0.27475767827530756
2477,4011,0.2747313806414757
115,90,0.27465251793533035
2535,3542,0.2744949282721753
2065,3155,0.2744686809085999
2124,3181,0.2744686809085999
2318,4334,0.27441620123729804
1147,6106,0.2742850898176911
1141,1514,0.27425888256660974
1262,1821,0.2742326803231239
2474,3660,0.27420648308579837
2062,6173,0.2741802908531988
2142,3174,0.27397093299056385
2064,3040,0.2739447857360314
2355,6414,0.27389250619676886
2352,6403,0.27384024660772155
304,1941,0.27368358742774
2316,4110,0.2736574949892399
107,45,0.27363140752546594
1146,1675,0.27357924751640655
559,339,0.2733968439796302
2315,4109,0.2733708061849655
2323,6345,0.2733708061849655
2329,6353,0.27334477334940843
2333,6361,0.27334477334940843
2331,6356,0.27329272254995124
2350,6400,0.2732406915699322
2055,3120,0.27321468350867484
1219,1776,0.27321468350867484
869,2945,0.2731366890229458
2334,6366,0.27300679712213594
2324,6346,0.2729808335655861
284,182,0.27292892126482243
758,628,0.2729029725177921
2366,7898,0.27287702870445263
871,2952,0.27282515587321904
1658,3999,0.2727992268525126
2439,4112,0.2727473835938937
2313,4033,0.2727473835938937
2433,3633,0.2726955600363042
638,349,0.27266965564188633
2553,3873,0.2726437561685161
2332,6360,0.2726178616147913
2347,6397,0.2726178616147913
1145,1655,0.2725919719793103
1526,2244,0.2725660872606721
759,630,0.2725660872606721
2343,6388,0.27254020745747604
1506,3135,0.27230751019278415
2349,6399,0.27228167946709714
2328,6352,0.27228167946709714
917,979,0.27220421668488737
2345,6394,0.27220421668488737
1144,1536,0.2719720925660543
2543,4034,0.27189480581056524
2358,6430,0.27189480581056524
2340,6383,0.27181756296800547
2337,6379,0.27179182510577954
1643,2430,0.27179182510577954
2458,3457,0.2717660921172257
2321,6343,0.2717660921172257
658,1309,0.27174036400095974
640,4166,0.27171464075559804
2363,6944,0.27168892237975745
2482,3676,0.2716632088720554
2606,3627,0.27163750023110983
1179,5780,0.2716117964555391
1278,1855,0.2716117964555391
2632,6962,0.27135502599188294
492,5783,0.27132937564440285
2341,6384,0.27132937564440285
1556,2308,0.2713037301457597
2319,5475,0.2713037301457597
2338,6380,0.2712780894945787
2351,6401,0.2712780894945787
2339,6381,0.2712524536894857
2356,6427,0.2712268227291068
2348,6398,0.27112434730727664
2330,6355,0.27112434730727664
1936,2884,0.27109874054988076
2562,3819,0.27091962859293417
1993,4111,0.27089406048906545
1232,1786,0.27089406048906545
1204,7453,0.27076629232545396
1187,1728,0.27074075315432344
1180,1691,0.27074075315432344
1184,1722,0.27074075315432344
2619,4113,0.27074075315432344
555,2988,0.2707152188005411
660,1658,0.27056211376587214
669,664,0.2705366130953947
234,2878,0.2704091818127308
1201,6753,0.2704091818127308
2536,3589,0.2703327806500412
2595,4008,0.2703073231888255
1595,2324,0.27020554127291135
1614,2327,0.27020554127291135
1609,2307,0.2701546790533777
2361,6434,0.2701292551234837
1535,4381,0.2701292551234837
1986,2968,0.27002760723820673
1987,2973,0.27000220721871293
2344,6391,0.27000220721871293
2380,4055,0.26997681197725143
1618,2333,0.26997681197725143
2555,3580,0.26992603582303343
2346,6395,0.26992603582303343
2558,7669,0.26987527876477413
1188,1729,0.26972312205808474
1183,1699,0.26972312205808474
1181,1693,0.26972312205808474
1202,6782,0.26972312205808474
1203,6783,0.26972312205808474
1185,1723,0.26972312205808474
1186,1724,0.26972312205808474
1182,1694,0.26972312205808474
1194,3987,0.26972312205808474
1200,5800,0.26972312205808474
1199,5799,0.26972312205808474
1198,5798,0.26972312205808474
1197,5796,0.26972312205808474
2612,3875,0.269672441276037
2613,4089,0.269672441276037
2631,4037,0.2696471080265042
1981,2972,0.2696217795361767
2009,2967,0.269571136827774
1599,6476,0.26954582260701826
2354,6413,0.26954582260701826
2353,6411,0.26954582260701826
2360,6433,0.26952051314010683
1994,4352,0.26941932278413155
708,1227,0.26941932278413155
1959,2974,0.2693940370663667
1585,2334,0.2693182083826363
1225,3544,0.26926767963809917
1218,1774,0.26919192206153403
1990,2989,0.269141440688433
745,1191,0.269141440688433
537,3956,0.269141440688433
1975,2957,0.2689649048858824
1985,2958,0.26893970438884457
1992,3769,0.26893970438884457
2056,3115,0.26886413122350483
1227,1783,0.2688389496058947
639,382,0.2687634330470166
1969,2932,0.26868795890125785
509,1236,0.268662810271634
2357,6428,0.2685622628127
2537,3613,0.2685120173004806
2126,3183,0.26843668427402395
1586,2347,0.26843668427402395
2317,4301,0.26843668427402395
2132,3937,0.2683864857355902
1613,2312,0.2683613935061834
2133,4000,0.2683363059682282
2129,3932,0.2683363059682282
2130,3933,0.2683363059682282
2005,2956,0.2682861449614111
1292,2551,0.2682861449614111
716,600,0.2682610714899194
1621,2337,0.2682610714899194
1616,2330,0.26818587918734355
1612,2311,0.26818587918734355
730,1103,0.2681357743990787
2364,6954,0.2681107290250455
2336,6368,0.26808568832933016
2322,6344,0.26808568832933016
2335,6367,0.26803562096761024
2320,6342,0.26801059429898577
2144,4135,0.2679605549796618
1978,3366,0.2679355423263453
2098,3118,0.267910534342182
1638,4189,0.267910534342182
2365,6955,0.267910534342182
2140,3939,0.267910534342182
2720,3938,0.267860532376086
2141,3173,0.267860532376086
2549,3826,0.26783553839154034
1148,5794,0.26783553839154034
2190,3919,0.2678105490709216
510,1247,0.2677855644129245
69,4167,0.2677605844162442
2327,6350,0.26773560907957633
2326,6349,0.26773560907957633
2325,6348,0.26773560907957633
2212,3898,0.26773560907957633
2362,6772,0.2676108022508053
235,2881,0.2674113531714308
2557,3806,0.2674113531714308
2203,3273,0.26736153734557916
465,1120,0.26728684839762895
2219,3929,0.26726196135401653
2209,3289,0.26726196135401653
1170,2578,0.2672370789444314
2221,3896,0.2672122011675794
2552,3561,0.2672122011675794
2083,6354,0.26711273636163574
2058,3196,0.2669885094356002
2196,3263,0.26696367791500536
2229,3305,0.26688921105924107
2230,3307,0.26688921105924107
2197,3266,0.26686439800503325
2622,4042,0.26681478573546547
2623,5726,0.26681478573546547
2226,3299,0.26681478573546547
666,498,0.26678998651753305
700,2949,0.26676519190912057
59,625,0.26674040190894316
458,738,0.2664927550777214
2545,4355,0.2664185506721865
1660,4090,0.2664185506721865
1997,6147,0.2663938250526346
2598,4038,0.2663196757229669
1235,1819,0.2662455676599701
165,70,0.2662455676599701
1957,2962,0.26609747519626753
1038,1126,0.2659495473864669
2633,7827,0.2656541846313871
2554,3564,0.2656541846313871
2620,3671,0.2656541846313871
2630,3950,0.2656541846313871
2628,3698,0.2656541846313871
516,1356,0.26555587611639725
761,1488,0.2655313103554244
701,4362,0.2655067491390378
1954,2913,0.26543309274478805
790,607,0.26535947720644704
1960,6089,0.2653349477668827
1149,1579,0.2653104228618299
1137,1502,0.26518786631024927
2484,4017,0.26518786631024927
1822,2762,0.2651633685858788
715,537,0.2649920111652638
499,691,0.2649430925735774
2610,4047,0.2648941920396953
1999,6150,0.2648453095536204
642,4322,0.26482087507538865
2446,3467,0.2647964451053632
1949,4375,0.2647475986849417
408,1063,0.2647231822320518
2218,3923,0.2646255614402266
2186,3250,0.2646255614402266
788,3986,0.2646011674909788
671,601,0.2646011674909788
703,460,0.26452801262023207
2004,6485,0.2644548981888831
1989,2981,0.2644548981888831
2000,6153,0.2644548981888831
1998,6149,0.2644548981888831
1988,2980,0.26443053569250463
823,638,0.2644061776844268
539,6493,0.2641871573807766
1991,2991,0.2641628441875702
370,1399,0.26413853546904736
1461,5954,0.263944226661346
2231,3310,0.2638956941198986
2143,3408,0.263774440814385
498,680,0.26372597068560616
1453,2171,0.2637017423006098
1995,4364,0.2635806671204901
1541,2275,0.26341134853098447
2233,4013,0.2633630117388877
2232,3407,0.2633630117388877
1996,6111,0.26331469268343616
2228,3302,0.26321810774343307
1958,2966,0.2631698418393818
711,520,0.263097476163349
2002,6160,0.2629046954517437
2499,4359,0.26288061772526217
2001,6158,0.26285654440862066
2003,6165,0.26285654440862066
826,5595,0.2626881545659502
698,743,0.2626881545659502
825,3958,0.2626160535171214
1511,2222,0.26254399203714784
867,708,0.2623280446848965
1295,2714,0.2623280446848965
723,1340,0.26228010461825085
2546,5742,0.2621603310751793
743,676,0.2620167471421394
1604,2313,0.2619928317763908
