,airport,closeness_centrality
728,547,0.2619689207759549
1252,3687,0.2619450141396366
739,1270,0.26192111186624123
2180,3240,0.2618972139545746
35,9,0.2615392678762768
2018,4371,0.26151543959020934
713,533,0.26144398077622166
1046,2239,0.26144398077622166
718,675,0.26142016984901073
727,481,0.26137256100365486
2016,6151,0.261348763083141
1152,1746,0.2613011802405223
438,296,0.26127739531605115
2465,3459,0.261206066515801
1598,5999,0.26115853561478825
1441,6776,0.26111102200874536
1686,2599,0.26108727168838797
1150,1582,0.26106352568823443
1961,2923,0.26101604664382444
2019,6734,0.26099231359721203
2020,7041,0.26099231359721203
2809,4353,0.26099231359721203
1297,2848,0.2609448604492853
1155,1594,0.26075522028907505
2015,6148,0.26063683509871405
1913,2821,0.26063683509871405
2017,6154,0.26063683509871405
714,468,0.2606131709589738
824,742,0.2605895111159453
724,4313,0.2605658555684584
1045,2190,0.2605658555684584
922,1016,0.26054220431534336
1715,2555,0.2605185573554309
1947,2920,0.2605185573554309
1716,2699,0.2604949146875522
822,619,0.2604949146875522
820,612,0.2604949146875522
821,618,0.2604949146875522
1944,2914,0.2604949146875522
1049,5691,0.2604476422232227
1952,6088,0.2604003869130126
1945,2917,0.2604003869130126
1951,6086,0.2604003869130126
1294,2710,0.2603767656877846
2406,6429,0.2603531487475862
1250,1854,0.26032953609125137
2405,6412,0.26030592771761474
1505,3015,0.26030592771761474
924,1038,0.2602587238137762
645,1322,0.2601407889198965
2600,4043,0.26002296086077886
2014,6143,0.2598111391149654
1047,3975,0.25976411447440156
1963,2930,0.25971710685325167
940,915,0.25964662731272165
514,1323,0.25962314263224834
796,1289,0.25959966219970493
2602,4072,0.25959966219970493
2703,3846,0.2595527140737985
910,881,0.25948232371561536
1005,1077,0.2594354180171852
667,458,0.2594354180171852
2210,3294,0.2594119715266279
2205,3278,0.2594119715266279
1977,2935,0.259365091257083
506,1209,0.25934165747579846
1962,2926,0.2592948026144659
2199,3303,0.25922455205835254
1315,1925,0.25920114366463226
2068,3061,0.25920114366463226
2041,3063,0.2591777394981614
2013,4297,0.25910755235079774
2367,6341,0.25908416508187904
1974,2955,0.25906078203448896
2225,3298,0.25903740320748464
2224,3296,0.25901402859972367
2049,3084,0.25899065821006384
515,1352,0.2589672920373635
2200,3270,0.2589439300804815
2201,3271,0.2589439300804815
2409,3832,0.2589439300804815
2202,4141,0.2589439300804815
2198,3267,0.25892057233827687
1685,2442,0.25889721880960925
731,1276,0.2588738694933385
2195,3262,0.2588505243883252
652,1470,0.2588271834934299
382,6492,0.2587105421308822
437,295,0.2587105421308822
1048,3976,0.25868722647279535
338,209,0.25868722647279535
380,5552,0.25868722647279535
2481,3463,0.2586639150168638
1158,1679,0.2586406077619515
2561,3578,0.2586173047069229
2707,4083,0.2585707111919771
2050,3042,0.2585707111919771
2608,3653,0.2585474207297908
2609,4039,0.2585474207297908
371,1423,0.2585241344629503
797,1376,0.25850085239032217
2007,2963,0.2584775745107733
1979,2936,0.2584775745107733
2026,6123,0.2584775745107733
2021,4363,0.2584775745107733
2027,6124,0.2584775745107733
884,711,0.258454300823171
2498,4041,0.258454300823171
271,174,0.258454300823171
646,1462,0.2584310313263832
2503,3492,0.2583845049007235
664,688,0.25836124796958937
1239,1816,0.25833799522474465
350,235,0.25831474666505916
2042,3066,0.25826826209664727
1011,5671,0.2582450260856624
692,439,0.2582450260856624
696,462,0.25822179425532005
2039,3020,0.25817534313205054
679,5592,0.25817534313205054
2762,6137,0.25812890871781813
2044,3112,0.25812890871781813
2092,3100,0.25812890871781813
2036,3008,0.25812890871781813
2770,7563,0.25810569777377373
2033,2996,0.2580824910036088
2035,3001,0.2580824910036088
2043,3089,0.2580824910036088
1964,2938,0.25805928840619774
1237,1792,0.2579897056392358
348,230,0.2579665197215905
2764,6156,0.2578738177110895
2765,6161,0.2577117494112172
2010,2969,0.2577117494112172
1151,1584,0.2577117494112172
2761,6125,0.2577117494112172
2766,6162,0.2577117494112172
2760,6122,0.2577117494112172
2759,6119,0.2577117494112172
2758,6098,0.2577117494112172
2767,6163,0.2577117494112172
89,119,0.2577117494112172
2768,6164,0.2577117494112172
2769,6466,0.2577117494112172
2763,6146,0.2577117494112172
725,5591,0.257642353912767
2370,6385,0.25759611100620455
1983,6105,0.25734207144899923
1732,2526,0.25731900178773087
1626,2378,0.2572959362622927
729,597,0.2572959362622927
1276,1831,0.2571806706336473
915,974,0.25708853246235
668,645,0.257042488129501
229,1903,0.2570194721473977
750,494,0.2569504489250862
920,1004,0.25692744942196005
1493,5937,0.2569044540358129
440,1156,0.2569044540358129
921,1013,0.2568814627655394
1754,2545,0.2568354925681941
2052,3097,0.2567895388210894
1725,2612,0.2567895388210894
2094,3103,0.2567665681136182
2095,3104,0.2567665681136182
2046,3002,0.25674360151539694
2088,3080,0.25674360151539694
2093,3101,0.25674360151539694
1756,2562,0.25674360151539694
2091,3094,0.2567206390253231
2047,3009,0.2567206390253231
2051,3022,0.2567206390253231
2090,3092,0.2567206390253231
2089,3085,0.2567206390253231
1730,2538,0.2566747263652095
1745,2613,0.2565370868658627
434,5562,0.25651416129956545
1727,2548,0.2564912398304117
919,990,0.25637669390337064
918,988,0.2563537969940285
916,976,0.2563537969940285
2504,3808,0.2563080154426411
908,879,0.25628513079840515
909,880,0.25628513079840515
1755,2554,0.25628513079840515
182,172,0.25626225024034793
905,6778,0.25626225024034793
911,906,0.25623937376737527
900,794,0.2562165013783931
902,800,0.2562165013783931
904,838,0.2562165013783931
1765,2638,0.25619363307230786
907,877,0.25619363307230786
858,656,0.25619363307230786
906,804,0.25617076884802653
717,605,0.25612505264050484
1747,2633,0.25612505264050484
1731,2619,0.2561022006550801
1736,2616,0.25607935274709054
1766,4209,0.2560565089154449
1013,5665,0.2560336691590525
1723,2522,0.25601083347682285
1724,2590,0.25594235086421196
2611,4128,0.25591953146773694
2369,6359,0.25587390487984824
1774,2581,0.2558282945581228
1758,2575,0.2558282945581228
1764,2623,0.2558054954943533
2560,3726,0.25578270049386365
106,176,0.2557599095555678
1777,2569,0.2557599095555678
744,1438,0.25571433986121495
1778,2595,0.25569156110298746
1775,2586,0.25569156110298746
1263,1829,0.2556460157590076
1260,1814,0.2556460157590076
1741,2528,0.25562324917108714
1231,1785,0.25562324917108714
732,1329,0.2556004866377683
2368,7503,0.2555777281579679
892,726,0.25550947702885324
1749,6039,0.2554639965238642
1803,2602,0.2554412623424524
1753,7395,0.2553730840695852
1742,2570,0.2553730840695852
1729,2525,0.255236836647887
1802,2576,0.255236836647887
830,663,0.2552141428774018
1804,2636,0.25516876744085143
1805,4305,0.2551460857726344
2541,3857,0.25501008039642303
691,438,0.2548289652825051
868,1541,0.2548063439806602
1025,1121,0.2547611134234612
690,437,0.2547385041659689
695,453,0.2547385041659689
705,728,0.25471589892112323
512,1252,0.2546707004650996
1347,1969,0.2546481072517865
875,5593,0.2546481072517865
874,739,0.2546255180468498
873,721,0.25460293284922275
896,746,0.25444494858098904
886,718,0.25439984622371153
883,709,0.25439984622371153
702,5560,0.2543773010406007
891,724,0.25435475985309147
888,719,0.25435475985309147
663,356,0.25435475985309147
897,5594,0.25435475985309147
893,729,0.25435475985309147
877,698,0.25435475985309147
685,428,0.25435475985309147
693,446,0.25435475985309147
688,433,0.25433222266012206
689,435,0.2543096894606306
890,722,0.2543096894606306
879,703,0.2543096894606306
880,705,0.2543096894606306
872,685,0.2543096894606306
881,707,0.2543096894606306
704,455,0.2543096894606306
898,5597,0.2543096894606306
697,463,0.2543096894606306
684,417,0.2542871602535558
686,429,0.2542871602535558
687,432,0.2542871602535558
694,448,0.2542871602535558
2240,3330,0.25421959657622334
1348,1997,0.2541520687924683
1128,1459,0.254129567502624
1627,2387,0.2540845768736955
2662,5740,0.2539497005168661
2523,3840,0.2539497005168661
2525,3527,0.2539047735464076
2597,4028,0.2539047735464076
1984,7863,0.2538149672775787
1982,6103,0.2538149672775787
1126,1456,0.2537925256359096
2564,3598,0.25377008796234973
970,973,0.25363554519237763
200,173,0.25363554519237763
254,179,0.25361313526613694
110,48,0.2535907292995969
255,200,0.2535683272917083
199,108,0.25354592924142194
206,162,0.25354592924142194
270,6738,0.25354592924142194
2822,5457,0.25354592924142194
205,127,0.25354592924142194
88,30,0.25354592924142194
268,5523,0.2535235351476892
269,5545,0.2535235351476892
253,164,0.2535235351476892
2371,7508,0.2535011450094619
1266,1842,0.2535011450094619
1236,1853,0.2534563765953322
673,1203,0.2534563765953322
1240,1820,0.25338925361424236
999,5672,0.25336688718705425
1242,1794,0.25336688718705425
1244,1797,0.25336688718705425
1243,1796,0.25336688718705425
1124,1480,0.2533445247080439
1127,1464,0.25329981159037573
1264,1830,0.2531657668850007
1269,1848,0.2531657668850007
1234,1789,0.2531657668850007
1268,1846,0.2531657668850007
1257,1810,0.25314343989259525
1245,1798,0.25314343989259525
2539,3661,0.253121116837931
2544,4285,0.253121116837931
1270,1851,0.2530987977199663
1273,5837,0.2530987977199663
1274,5854,0.2530987977199663
1248,1802,0.2530987977199663
1256,1808,0.2530987977199663
1259,1813,0.2530987977199663
1241,1793,0.2530987977199663
1247,1801,0.2530987977199663
1265,1837,0.2530987977199663
1267,1845,0.2530987977199663
149,154,0.25305417128997065
1843,2705,0.25305417128997065
1118,2774,0.2529649656245825
2601,4046,0.2529649656245825
1131,1465,0.25287582282989496
1130,4190,0.25287582282989496
737,493,0.2528535469469818
1121,1450,0.2528535469469818
748,1662,0.2528535469469818
1120,1446,0.2528535469469818
1134,1475,0.2528535469469818
1135,1479,0.2528535469469818
1132,1468,0.2528535469469818
1125,1454,0.2528535469469818
2735,4194,0.2528535469469818
2737,5787,0.2528535469469818
2736,4195,0.2528535469469818
1122,1451,0.2528535469469818
2577,3609,0.2528535469469818
2732,4191,0.2528535469469818
2734,4193,0.2528535469469818
2733,4192,0.2528535469469818
2521,3652,0.2526754810688501
1450,2131,0.25265324046669635
2522,3829,0.2526087710060844
83,202,0.2525865421455595
2655,6132,0.252519879030715
185,161,0.25249766581123656
1041,1136,0.25249766581123656
513,1265,0.25247545649944036
2563,4100,0.25247545649944036
1406,2042,0.25247545649944036
2716,4257,0.25245325109429534
2710,3880,0.25245325109429534
2713,4087,0.25245325109429534
2712,4020,0.25245325109429534
2520,3498,0.25245325109429534
2423,3442,0.25245325109429534
1410,3359,0.25245325109429534
2634,3691,0.2524088519998362
2709,3872,0.2524088519998362
2714,4103,0.2524088519998362
2711,3948,0.2524088519998362
2684,3805,0.2524088519998362
2718,5772,0.2524088519998362
2715,4127,0.2524088519998362
2719,7122,0.2524088519998362
2717,4263,0.2524088519998362
2550,3558,0.2524088519998362
2644,4007,0.2523866583084619
155,62,0.2523422826322758
170,1441,0.2522757483689697
1434,2089,0.2522314116820859
156,5496,0.25220924918215776
80,28,0.25218709057653643
1435,2090,0.25218709057653643
167,153,0.2521649358641955
1439,2066,0.2521649358641955
786,5577,0.2521427850441091
1440,2075,0.2520763559271219
1437,2061,0.25203208929160925
243,5514,0.25194360264567167
541,582,0.2517889004335208
1154,5806,0.25170058443898086
1298,2868,0.25165644967053635
1443,2069,0.25163438808995686
1445,2084,0.25161233037711583
1433,2086,0.25161233037711583
1446,2081,0.25156822655058175
1444,2076,0.25156822655058175
1458,5925,0.25156822655058175
1457,5924,0.25154618043485566
1438,2062,0.25154618043485566
1442,2068,0.25154618043485566
1405,2030,0.2515241381828021
1010,1534,0.2513699505159942
2246,3355,0.2513479391367896
1494,2237,0.2513479391367896
1517,2227,0.25130392794100315
1006,5670,0.2512819281223967
1512,5939,0.2512819281223967
2249,4319,0.25117198678177616
791,733,0.2511500100570599
1452,2167,0.251062141602566
1449,2123,0.2509743346106617
2241,3332,0.25088658901688116
1459,5933,0.25086466220434694
1451,2164,0.25086466220434694
2244,3345,0.2507550856068959
2235,3319,0.25064560469281677
2250,4320,0.2506237199809777
2242,3336,0.25057996202026517
2239,3329,0.2505362193368367
2243,3337,0.2505362193368367
1713,2513,0.2505362193368367
1699,2471,0.2505143537216039
1700,2474,0.25049249192269285
2247,3356,0.2504487797698401
2251,6242,0.2504487797698401
2237,3326,0.2504487797698401
495,441,0.25033956610344826
523,1505,0.2503177347991748
677,364,0.2502522637264287
2254,6308,0.2502086353680385
1012,1330,0.2500124958576899
124,175,0.24994718433839586
1162,1629,0.24986015537448972
1161,1628,0.24981666361550373
1016,1106,0.24975145435849105
1165,1634,0.24975145435849105
1159,1617,0.24972972550392708
1460,5936,0.24964284788155655
1108,4264,0.24959943173409893
2256,4010,0.24959943173409893
1109,5638,0.24959943173409893
1167,1637,0.2494909574047925
2272,3333,0.24940424580260123
2280,6294,0.2493825773190389
2440,4265,0.2493825773190389
2278,6271,0.2493825773190389
2273,3363,0.2493825773190389
818,604,0.2493825773190389
2277,4291,0.2493609126003073
2268,3325,0.2493609126003073
2428,3517,0.2493609126003073
2441,4278,0.24933925164542542
1296,2749,0.24931759445341245
1720,2495,0.24929594102328798
2442,5749,0.24929594102328798
2285,6241,0.24929594102328798
2445,6456,0.24925264544478445
2443,5767,0.24925264544478445
2434,3701,0.24925264544478445
2438,4026,0.24925264544478445
2444,5770,0.24925264544478445
1447,2095,0.24910122927554784
828,635,0.2490796134104597
2311,6794,0.2490796134104597
2307,6307,0.24905800129649783
369,1320,0.24905800129649783
2308,6317,0.24905800129649783
2312,6808,0.24905800129649783
2306,6302,0.24905800129649783
2302,6249,0.24905800129649783
2299,3358,0.24905800129649783
2309,6320,0.2490363929326859
2310,6793,0.2490363929326859
2305,6287,0.2490363929326859
2304,6261,0.2490363929326859
1412,2031,0.2490363929326859
2301,4052,0.2490363929326859
2303,6252,0.2490363929326859
1100,1278,0.24901478831804788
1436,2060,0.24901478831804788
1650,2404,0.2489499969594222
1099,1279,0.2489499969594222
1655,2433,0.24890682144832965
1648,2400,0.24890682144832965
2551,3560,0.24890682144832965
1654,2429,0.24890682144832965
1676,6024,0.24888523930825782
1668,6011,0.24888523930825782
2245,3349,0.24888523930825782
1651,2422,0.24888523930825782
1649,2401,0.24888523930825782
1669,6016,0.24888523930825782
1652,2423,0.24888523930825782
1659,4002,0.24888523930825782
1662,4200,0.24888523930825782
1653,2425,0.24888523930825782
1666,4204,0.24888523930825782
1665,4203,0.24888523930825782
1663,4201,0.24888523930825782
1661,4199,0.2488636609105373
1673,6021,0.24884208625419485
1672,6020,0.24884208625419485
1681,6745,0.24884208625419485
1677,6025,0.24884208625419485
1670,6018,0.24884208625419485
1664,4202,0.24884208625419485
1667,5988,0.24884208625419485
1647,2399,0.24884208625419485
1657,3994,0.24884208625419485
1674,6022,0.24884208625419485
1682,6791,0.24884208625419485
1680,6733,0.24884208625419485
1678,6026,0.24884208625419485
1656,2435,0.24884208625419485
1671,6019,0.24884208625419485
1675,6023,0.24884208625419485
829,641,0.24871271683061585
1462,2093,0.24866962357637853
832,632,0.2485619557449028
1103,1285,0.24851891471360502
848,647,0.24851891471360502
833,649,0.24849739978721647
1007,1065,0.24847588858571135
1008,1068,0.24847588858571135
2708,4287,0.24843287735348255
852,5586,0.24838988100918463
851,4389,0.24834689954508893
849,651,0.24834689954508893
859,658,0.24832541439070316
840,640,0.24832541439070316
1970,3200,0.24830393295347214
1098,1262,0.24813221515751535
1117,1416,0.24813221515751535
861,4345,0.24813221515751535
862,5585,0.24813221515751535
1116,1412,0.24813221515751535
1106,1344,0.24813221515751535
1104,1313,0.24813221515751535
1105,1339,0.24813221515751535
860,660,0.2480893228126307
857,655,0.2480893228126307
856,642,0.2480893228126307
2040,3023,0.24791790161877159
2045,6761,0.24787508332833655
2037,3010,0.24785367972905084
2038,3019,0.24785367972905084
2034,2999,0.24785367972905084
1829,2657,0.24785367972905084
683,416,0.24776810228244608
1821,2651,0.24761848386319338
2540,3771,0.24738373394313004
2145,4153,0.24738373394313004
2147,6194,0.24738373394313004
2146,6187,0.24738373394313004
2149,4154,0.247362415110491
2154,6193,0.247362415110491
2155,6195,0.247362415110491
2148,4082,0.247362415110491
2542,3946,0.24727717651121103
183,79,0.2469793034711872
2057,3116,0.24683063590524873
794,1268,0.2468094122908115
643,5559,0.2467457633406806
641,4208,0.2467457633406806
1507,5951,0.24663975467796337
707,514,0.2465338370645141
2427,3743,0.24651266445741477
1330,1956,0.24649149548665844
2614,3659,0.24642801038308187
2669,7067,0.24640685594833353
2501,5761,0.24640685594833353
2658,4296,0.24640685594833353
2663,5746,0.24638570514524785
2502,7068,0.24638570514524785
2671,7074,0.24638570514524785
2616,7066,0.24638570514524785
2518,3497,0.2463645579728897
2519,5733,0.2463645579728897
2615,7064,0.2463645579728897
2914,7001,0.2463434144303242
2665,5769,0.2463434144303242
2666,6129,0.2463434144303242
2657,4084,0.2463434144303242
2667,6881,0.2463434144303242
2670,7073,0.2463434144303242
2660,4341,0.2463434144303242
2661,5723,0.2463434144303242
2664,5748,0.2463434144303242
2659,4338,0.2463434144303242
2656,3804,0.2463434144303242
2668,7014,0.2463434144303242
2672,7076,0.2463434144303242
119,122,0.24632227451661698
1866,2746,0.24619551118810684
1519,5945,0.24617439665026908
1518,2215,0.24613217843784407
2157,4168,0.24611107476139393
1919,2844,0.24608997470354405
2156,4155,0.24608997470354405
2158,6188,0.24604778543992267
2159,6190,0.24604778543992267
181,78,0.2459213043987438
193,98,0.24579495332609502
1521,5940,0.24579495332609502
186,85,0.24579495332609502
752,522,0.2456056699702351
355,244,0.24537471917781992
1489,6759,0.24531180796018612
351,237,0.24526988506725947
349,234,0.24520702758774454
1026,1173,0.2451442023180577
354,243,0.24512326771495624
344,216,0.2451023366870581
343,211,0.2451023366870581
347,227,0.24508140923344754
353,242,0.24508140923344754
381,5553,0.24508140923344754
1510,2203,0.2449559195205784
18,4074,0.2449350170613651
1058,5694,0.24491411816912437
1059,7976,0.24489322284294324
2479,4124,0.24478879967099929
2538,3630,0.24472618850218583
1513,2204,0.24470532522950875
1514,5949,0.24470532522950875
1352,2252,0.24468446551377868
2480,7078,0.24466360935408604
1001,7933,0.2444968879848499
1927,2903,0.24424723153013425
1107,1350,0.2442056716813117
1321,1935,0.24418489706015634
2547,5747,0.24418489706015634
1688,2452,0.2441433584198467
446,5804,0.24412259439888906
1529,2249,0.24412259439888906
2236,3324,0.24393587702406203
932,917,0.24383226851360326
1848,2729,0.24383226851360326
931,894,0.24383226851360326
1820,2649,0.24383226851360326
176,3617,0.24383226851360326
1066,5696,0.24374944505283097
435,290,0.24372874797844424
1818,2641,0.2437080544185887
2152,6191,0.24368736437236926
1067,1162,0.24368736437236926
1870,2753,0.24368736437236926
1064,1152,0.24368736437236926
1068,5697,0.24368736437236926
1070,5805,0.24368736437236926
1069,5699,0.24368736437236926
1846,2708,0.2436459948172598
1857,2728,0.24362531530658102
2151,4158,0.24362531530658102
2153,6192,0.24362531530658102
1844,2706,0.24362531530658102
2150,4157,0.24362531530658102
1872,2756,0.24360463930596093
1863,2739,0.2435839668145059
1763,2618,0.2435839668145059
1865,2742,0.2435839668145059
1853,2717,0.24356329783132266
1858,2731,0.24356329783132266
1856,2724,0.24356329783132266
1869,2750,0.2435426323555182
1862,2738,0.2435426323555182
1873,6054,0.2435426323555182
1847,2713,0.2435426323555182
1859,2732,0.2435426323555182
1850,2752,0.2435426323555182
1861,2734,0.2435426323555182
1849,2751,0.24352197038619985
1851,7355,0.24352197038619985
1868,2748,0.24352197038619985
1874,6055,0.2435013119224752
1860,2733,0.2435013119224752
1864,2741,0.2435013119224752
1867,2747,0.2435013119224752
1852,2712,0.2435013119224752
1854,2718,0.2435013119224752
1875,7359,0.2435013119224752
1871,2755,0.2435013119224752
1855,2719,0.2435013119224752
1819,2645,0.24337743470765963
978,985,0.24333617030706492
1827,4312,0.2433155433535761
534,1567,0.24321246101865257
2118,4235,0.24321246101865257
2119,6183,0.2431918550319527
2121,6185,0.2431918550319527
2120,6184,0.24317125253660943
975,984,0.24317125253660943
2053,6169,0.2431506535317355
1390,5908,0.243130058016444
2884,7562,0.24310946598984817
2054,7561,0.24310946598984817
1825,2665,0.2430888774510618
800,2647,0.24306829239919872
1828,2656,0.24302713275269983
1826,2662,0.24302713275269983
1830,2664,0.24302713275269983
1915,2856,0.24302713275269983
1925,2893,0.24298598704326907
1920,2852,0.24298598704326907
1831,6042,0.24298598704326907
1344,1963,0.24294485526382884
1523,5953,0.24292429459564469
1355,4076,0.24290373740730622
1916,2822,0.24288318369793005
1921,2861,0.24288318369793005
1922,6072,0.24288318369793005
1917,2824,0.24288318369793005
1312,1912,0.2426983567212427
1309,1898,0.2426983567212427
2255,7128,0.24267783775297072
1769,7125,0.24259579656373714
1053,1183,0.24255479676712333
1934,6460,0.24251381082647328
1815,2812,0.24251381082647328
2457,3705,0.24251381082647328
34,8,0.24245235788006905
2407,3415,0.24243188048497782
1313,1913,0.24243188048497782
1314,1914,0.24243188048497782
1311,1908,0.24243188048497782
1310,1899,0.24243188048497782
2649,6883,0.24243188048497782
2650,7086,0.24243188048497782
2645,3796,0.24241140654861393
2253,6300,0.24241140654861393
2248,3362,0.24241140654861393
2646,3851,0.24241140654861393
2252,6269,0.24241140654861393
2238,3328,0.24241140654861393
1923,2877,0.24239093607010112
1357,1970,0.2423704690485635
2276,3346,0.24235000548312544
1034,5687,0.24235000548312544
1056,1144,0.24232954537291157
1353,1961,0.2423090887170469
937,910,0.2423090887170469
1404,2011,0.24228863551465665
1411,5884,0.24224773946680206
1052,1140,0.24222729661958967
424,264,0.24220685722235571
1033,1149,0.24220685722235571
2771,5688,0.24220685722235571
1054,1141,0.24214555972179327
1051,1138,0.24212513411574335
2772,5693,0.2421047119553085
2122,3157,0.24206387796779705
412,5556,0.24181916301113207
401,251,0.24181916301113207
400,249,0.24181916301113207
402,252,0.24181916301113207
1823,2802,0.24175806156339066
1509,2195,0.24171734441618
1596,3943,0.2416969909853602
1948,4358,0.24167664098190939
1946,2918,0.24163595125365245
1226,7302,0.24159527522448762
1020,1112,0.24159527522448762
1224,1782,0.24159527522448762
2006,2961,0.24159527522448762
423,6972,0.2415546128874979
426,269,0.2415546128874979
422,6730,0.2415546128874979
416,261,0.2415546128874979
418,263,0.2415546128874979
417,262,0.2415546128874979
420,275,0.2415546128874979
1597,5994,0.24151396423577096
1594,2299,0.24151396423577096
1950,6083,0.24145301690293888
1901,2804,0.24145301690293888
425,268,0.24145301690293888
1897,2781,0.24143270796047922
1899,2806,0.24143270796047922
1898,2801,0.24143270796047922
1900,2785,0.24143270796047922
1028,7417,0.24141240243415793
1908,6066,0.2413921003231131
1907,2809,0.2413921003231131
1906,2807,0.2413921003231131
1902,2786,0.2413921003231131
1903,2787,0.2413921003231131
1904,2788,0.2413921003231131
1905,2796,0.2413921003231131
1022,1114,0.2413921003231131
1909,6067,0.2413921003231131
1023,1116,0.2413921003231131
1019,1111,0.24137180162648314
1018,1109,0.24135150634340682
1021,1113,0.24135150634340682
1024,1118,0.24135150634340682
1628,2390,0.24125008110120505
1610,2316,0.24122980628137974
676,7459,0.2412095348690872
756,1405,0.24108797790543737
1617,2332,0.24108797790543737
1611,2310,0.24108797790543737
2282,6303,0.24104748613890975
2281,6298,0.24104748613890975
2106,4097,0.24104748613890975
1174,1649,0.2410272453557929
1177,1660,0.2410272453557929
1175,1656,0.2410272453557929
1176,1659,0.2410272453557929
1601,2290,0.24088565499682255
1619,2335,0.24088565499682255
1605,2296,0.24088565499682255
1620,2336,0.24088565499682255
1623,2345,0.24088565499682255
1625,2352,0.24088565499682255
1630,5996,0.24088565499682255
1631,5998,0.24088565499682255
1615,2328,0.24088565499682255
1632,6001,0.24088565499682255
1622,2340,0.24088565499682255
1629,3409,0.24088565499682255
1624,2346,0.24088565499682255
1602,2291,0.24088565499682255
1593,2286,0.24088565499682255
1600,2288,0.24088565499682255
2138,3161,0.24084523115809175
2283,6338,0.2408250243260456
2279,6278,0.2408250243260456
1520,2233,0.24080482088440752
1516,2217,0.24078462083232427
1515,2212,0.24070385450248535
2880,5941,0.24068367138538804
2497,4018,0.2405626437262938
1926,2900,0.2405223282170385
775,515,0.24040146272547214
1508,2192,0.24038133028574973
2373,6382,0.2403612012177305
2379,4054,0.24032095319341407
1097,1425,0.2401801911925477
1301,5844,0.24009982977349542
1142,1651,0.23989916129896677
2115,3130,0.23989916129896677
997,6510,0.23935902809724297
2069,3146,0.23931911496932948
1930,6079,0.2392792151502282
2066,3048,0.2390998304824771
968,959,0.23828602564686516
774,510,0.2382662459485463
87,196,0.2382662459485463
1305,1889,0.23795021677378245
1302,1884,0.23793049278366524
1300,5847,0.23793049278366524
1306,6732,0.2379107720631693
1299,1879,0.2379107720631693
1303,5845,0.2379107720631693
792,1193,0.2379107720631693
1307,6945,0.23789105461148166
963,5632,0.23787134042778965
73,133,0.23785162951128086
971,5630,0.23781221747656484
1213,5811,0.23781221747656484
964,949,0.23779251635673412
965,953,0.23779251635673412
972,5633,0.23779251635673412
2704,5751,0.23777281850083976
2705,6739,0.23777281850083976
962,948,0.23777281850083976
966,957,0.23775312390807068
961,946,0.23775312390807068
969,960,0.23775312390807068
967,958,0.23775312390807068
1304,1887,0.23773343257761614
2459,3461,0.237654699862737
2461,3591,0.237654699862737
2117,3142,0.23759568454119176
98,55,0.23751704302375984
120,136,0.23747774178391143
2393,6396,0.23747774178391143
113,72,0.23745809604087834
1928,2907,0.23735991606236148
2485,5741,0.23714420562972055
2483,3696,0.23714420562972055
2394,6402,0.23710502766744898
2392,3396,0.23710502766744898
123,168,0.23698757141199947
111,180,0.2369288869122689
138,7266,0.23687023146906566
116,99,0.23687023146906566
2204,3903,0.23677253690853234
2460,3502,0.23669443926297828
2216,3908,0.2366554097569575
1942,2898,0.2366163931202817
1943,4249,0.2366163931202817
749,2944,0.23659688962595926
2188,3256,0.23657738934658679
2189,3890,0.23653839842951277
2185,3249,0.23653839842951277
196,177,0.23649942036270394
2206,3284,0.23647993614616392
2217,3911,0.23647993614616392
2213,3901,0.23644097734284494
2207,3287,0.23640203137392007
2211,3894,0.23640203137392007
2208,3288,0.23640203137392007
2220,6223,0.23640203137392007
2214,3904,0.23640203137392007
2215,3905,0.23640203137392007
1416,2053,0.23626582146202466
2116,3151,0.23607150793174914
1931,2905,0.23566448809048748
740,1360,0.2355677853871266
755,1415,0.23552912652351995
1057,1147,0.23531672937712228
998,1052,0.23525886935022847
2060,3050,0.2351624991759903
2061,3055,0.23514323461474054
2059,3038,0.235123973209546
2072,6443,0.23510471495963123
2071,6174,0.23510471495963123
2067,3053,0.23508545986422094
2063,3039,0.23508545986422094
2070,6172,0.2350469591338141
2372,7519,0.23495076245740668
943,923,0.23485464448880194
1119,1422,0.23485464448880194
903,820,0.2344518063335896
1076,1176,0.23429870744772976
1938,6788,0.23405034776110056
944,921,0.23403126497693744
1937,6080,0.2340121853042669
1940,2888,0.2339740352903601
2580,3693,0.2339549649476027
2292,3347,0.23380251404595076
2163,3222,0.2337263630764708
518,1439,0.2335932181756297
2579,3615,0.23355520463320892
2422,3599,0.23351720346096141
1768,6034,0.233346351104962
1929,4146,0.23332738294115896
2559,3571,0.23328945586330765
2604,3620,0.23328945586330765
2584,7088,0.23313787077177855
2526,3531,0.23313787077177855
2386,7506,0.23311893648518944
2381,6375,0.23311893648518944
819,5563,0.2330621520738988
985,1031,0.2330621520738988
2466,3460,0.2330432300837978
1760,2604,0.2330432300837978
2383,6377,0.23302431116594718
2382,6376,0.23302431116594718
2389,7862,0.23302431116594718
2388,7528,0.23302431116594718
2387,7527,0.23302431116594718
2384,6378,0.23302431116594718
2385,7505,0.23302431116594718
1770,7373,0.2330053953195988
2467,3794,0.23292976263427229
2417,5965,0.23291086213422085
2678,3854,0.23285417903319036
2683,6742,0.23285417903319036
2578,3610,0.23283529079673407
1140,1511,0.2328164056243116
1139,1510,0.2328164056243116
2419,7247,0.2328164056243116
